Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / India,Price / India,Compare At Price / India,Status,Metafield: custom.bh_concern [string],Metafield: custom.bh_gender [string],Metafield: custom.bh_segment [string],Metafield: custom.bh_score [integer],Metafield: custom.bh_follow_up [string]
<b>Pure Plant Protein,with a complete Amino Acid Profile and added digestive enzymes :</b> </br></br>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thoughtfully designed to deliver clean,reliable,"and ,Man Matters,,Energy,energy",weight,protein supplements,musclegain,gain muscle,low protein,active nutrition,Man Matters,"energy,TRUE,Title,Default Title,plant-protein-powder-500-gm,0,shopify,100,continue,manual,1299,1584,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp_rcl/6923914/Vegain_da99sw.jpg?tr=w-600,1,Plant Protein Powder (500 gm),FALSE,Plant Protein Powder (500 gm),,,,,,new,FALSE,,,,,,,g,,,TRUE,1299,1584,active",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hair-tonic-2-bottles,Hair Tonic | 2 Bottles,"<p>The Advanced Hair Tonic is a revolutionary water-based formula with a 21% concentration of hair growth actives sourced from Europe. <br/>Out of 21% - 8% actives in an enriched base of 3% Procapil, 2% </p>",Man Matters,,Hair,"hair, Man Matters, hair",TRUE,Title,Default Title,hair-tonic-2-bottles,0,shopify,100,continue,manual,1499,1784,TRUE,TRUE,https://i.mscwlns.co/mosaic-wellness/image/upload/v1633515224/Man%20Matters/New%20Pdps/Multipacks/RPB%202/Multipack-of-2-RPB-Tonic-bottles_1600X1200.jpg?tr=w-800,1,Hair Tonic | 2 Bottles,FALSE,Hair Tonic | 2 Bottles,,,,,,new,FALSE,,,,,,,g,,,TRUE,1499,1784,active,hair,male,male-18-25,78,
2-packs-of-hair-360-tablets,2 Packs of Hair 360 Tablets,"<p>Man Matters 360° Hair Tablets for Men is a prescription product that reduces premature greying, boosts hair growth, curbs hair fall and improves hair health. This monthly pack of hair supplements cont</p>",Man Matters,,Hair,"hair, Man Matters, hair",TRUE,Title,Default Title,2-packs-of-hair-360-tablets,0,shopify,100,continue,manual,998,,TRUE,TRUE,https://i.mscwlns.co/mosaic-wellness/image/upload/v1624603017/Man%20Matters/Hair%20360%20tablets/Product%20images/Hair-360-tablets-_1600X1200.jpg?tr=w-800,1,2 Packs of Hair 360 Tablets,FALSE,2 Packs of Hair 360 Tablets,,,,,,new,FALSE,,,,,,,g,,,TRUE,998,,active,hair,male,"male-18-25,male-25-35,male-35-plus",78,
protein-powder-2-deliveries-every-15-days,Protein Powder | 2 deliveries every 15 days,<p>Did you know that 70% of Indians are protein deficient? Fulfill your body's protein requirements with Man Matters VEGAIN Plant Protein Powder. This 100% vegetarian powder gives you 24 grams of protein</p>,Man Matters,,Energy,"energy, weight, Man Matters, energy",TRUE,Title,Default Title,protein-powder-2-deliveries-every-15-days,0,shopify,100,continue,manual,1199,1598,TRUE,TRUE,https://i.mscwlns.co/mosaic-wellness/image/upload/v1659531019/Man%20Matters/Protein%20Powder/DARK_Product%20Images/Vegain-Protein-powder-1600X1200.jpg,1,Protein Powder | 2 deliveries every 15 days,FALSE,Protein Powder | 2 deliveries every 15 days,,,,,,new,FALSE,,,,,,,g,,,TRUE,1199,1598,active,"energy,weight",male,"male-18-25,male-25-35,male-35-plus",79,
protein-powder-3-deliveries-every-15-days,Protein Powder | 3 deliveries every 15 days,,Man Matters,,Energy,"energy, weight, Man Matters, energy",TRUE,Title,Default Title,protein-powder-3-deliveries-every-15-days,0,shopify,100,continue,manual,1099,1592,TRUE,TRUE,https://i.mscwlns.co/mosaic-wellness/image/upload/v1625814510/Man%20Matters/Protein%20Powder/600x600-1.png?tr=w-800,1,Protein Powder | 3 deliveries every 15 days,FALSE,Protein Powder | 3 deliveries every 15 days,,,,,,new,FALSE,,,,,,,g,,,TRUE,1099,1592,active,"energy,weight",male,"male-18-25,male-25-35,male-35-plus",70,
protein-powder-4-deliveries-every-15-days,Protein Powder | 4 deliveries every 15 days,,Man Matters,,Energy,"energy, weight, Man Matters, energy",TRUE,Title,Default Title,protein-powder-4-deliveries-every-15-days,0,shopify,100,continue,manual,999,1585,TRUE,TRUE,https://i.mscwlns.co/mosaic-wellness/image/upload/v1625814510/Man%20Matters/Protein%20Powder/600x600-1.png?tr=w-800,1,Protein Powder | 4 deliveries every 15 days,FALSE,Protein Powder | 4 deliveries every 15 days,,,,,,new,FALSE,,,,,,,g,,,TRUE,999,1585,active,"energy,weight",male,"male-18-25,male-25-35,male-35-plus",78,
beard-growth-kit,1x Beardmax + 1x TOSTERO Capsules,<p>Give your beard a boost with Beard Care Pack. DHT levels (a by-product of testosterone) are a primary reason for beard growth. This duo contains ingredients that boost testosterone levels and stimulat</p>,Man Matters,,Hormones,"hormones, Man Matters, hormones",TRUE,Title,Default Title,beard-growth-kit,0,shopify,100,continue,manual,1149,1384,TRUE,TRUE,https://i.mscwlns.co/mosaic-wellness/image/upload/v1631618018/Man%20Matters/New%20Pdps/Beardmax%20%2B%20Tostero/Tostero-_-Beardmax_1600X1200.jpg?tr=w-800,1,1x Beardmax + 1x TOSTERO Capsules,FALSE,1x Beardmax + 1x TOSTERO Capsules,,,,,,new,FALSE,,,,,,,g,,,TRUE,1149,1384,active,"hair,hormones",male,"male-18-25,male-25-35,male-35-plus",79,
2x-redensyl-grow-hair-tonic,2x Redensyl Grow Hair Tonic,,Man Matters,,Hair,"hair, Man Matters, hair",TRUE,Title,Default Title,2x-redensyl-grow-hair-tonic,0,shopify,100,continue,manual,999,1387,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp_rcl/13199512/x2_cZGhFm4nZ.png?tr=w-600,1,2x Redensyl Grow Hair Tonic,FALSE,2x Redensyl Grow Hair Tonic,,,,,,new,FALSE,,,,,,,g,,,TRUE,999,1387,active,hair,male,male-18-25,76,
3x-redensyl-grow-hair-tonic,3x Redensyl Grow Hair Tonic,,Man Matters,,Hair,"hair, Man Matters, hair",TRUE,Title,Default Title,3x-redensyl-grow-hair-tonic,0,shopify,100,continue,manual,1249,2081,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp_rcl/13199610/x33_DRafDJyt4A.png?tr=w-600,1,3x Redensyl Grow Hair Tonic,FALSE,3x Redensyl Grow Hair Tonic,,,,,,new,FALSE,,,,,,,g,,,TRUE,1249,2081,active,hair,male,male-18-25,70,
multivitamin-gummies,Multivitamin Gummies,"<p>🔴Fulfils your nutritional needs <b>with 30 rich ingredients, in the most convenient way!</b></br></br> 💪🏻<b>Improves energy levels and concentration</b> using Multivitamins like Vitamin D and Vitamin </p>",Man Matters,,Energy,"energy, dailysupplements, daily nutrition, vitamins & supplements, Man Matters, energy",TRUE,Title,Default Title,multivitamin-gummies,0,shopify,100,continue,manual,549,596,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp_rcl/13410495/Multivitamin%20Gummies%20%281%29_fki1eo.png?tr=w-600,1,Multivitamin Gummies,FALSE,Multivitamin Gummies,,,,,,new,FALSE,,,,,,,g,,,TRUE,549,596,active,energy,"male,female","female-18-25,female-25-35,female-35-plus,male-18-25,male-25-35,male-35-plus",80,"dailysupplements,daily nutrition,vitamins & supplements"
beard-activator-kit,Beard Activator Kit,"<b>Uneven beard growth</b> is when you have small beard patches or uneven beard growth, generally around cheek area<br/><br/>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hair,male,male-18-25,82,
This treatment kit contains:<br/>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"💧<b> 5% Minoxidil (alcohol-free)</b> is,Man Matters,,Hair,hair",Man Matters,"hair,TRUE,Title,Default Title,beard-activator-kit,0,shopify,100,continue,manual,899,1045,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp_rcl/16755030/118_jtwckt.png?tr=w-600,1,Beard Activator Kit,FALSE,Beard Activator Kit,,,,,,new,FALSE,,,,,,,g,,,TRUE,899,1045,active",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hair-growth-oil-200ml,Hair Growth Oil (200ml),"<p>Bring your hair back to life with our Hair Growth Oil! <br/>It is enriched with 5 natural essential oils for hair- Bhringraj Oil, Onion Oil, Amla Oil, Shikakai Oil and Brahmi Oil. This hair growth oil</p>",Man Matters,,Hair,"hair, Man Matters, hair",TRUE,Title,Default Title,hair-growth-oil-200ml,0,shopify,100,continue,manual,539,598,TRUE,TRUE,https://i.mscwlns.co/mosaic-wellness/image/upload/v1622631919/Man%20Matters/New%20Hair%20oil%20/Hair%20oil/Hair-Growth-Oil_1600X1200.jpg?tr=w-800,1,Hair Growth Oil (200ml),FALSE,Hair Growth Oil (200ml),,,,,,new,FALSE,,,,,,,g,,,TRUE,539,598,active,hair,male,"male-18-25,male-25-35,male-35-plus",79,
relax-sleep-gummies,Relax Sleep Gummies,"<p>Is your night never good because of your irregular sleep cycle? Man Matters Sleep Gummies is here to make this dream come true! A non-habit forming formula that helps induce, regulate and improve your</p>",Man Matters,,Sleep,"sleep, Man Matters, sleep",TRUE,Title,Default Title,relax-sleep-gummies,0,shopify,100,continue,manual,499,,TRUE,TRUE,https://i.mscwlns.co/mosaic-wellness/image/upload/v1634812319/Man%20Matters/Relax%20Sleep%20Gummies/Product%20Images/Sleep-Gummies_1600X1200.jpg?tr=w-800,1,Relax Sleep Gummies,FALSE,Relax Sleep Gummies,,,,,,new,FALSE,,,,,,,g,,,TRUE,499,,active,sleep,male,"male-18-25,male-25-35,male-35-plus",78,
advanced-hair-oil,Advanced Hair Oil,<p>Give your hair the goodness of both Science and Ayurveda with Advanced Hair Oil. India's first-ever oil formula with 1% Redensyl - a clinically proven ingredient that activates stem cells and regenera</p>,Man Matters,,Hair,"hair, Man Matters, hair",TRUE,Title,Default Title,advanced-hair-oil,0,shopify,100,continue,manual,499,548,TRUE,TRUE,https://i.mscwlns.co/mosaic-wellness/image/upload/v1635321873/Man%20Matters/Advanced%20Hair%20Oil/Product%20images/Advanced-Hair-Oil_1600X1200.jpg?tr=w-800,1,Advanced Hair Oil,FALSE,Advanced Hair Oil,,,,,,new,FALSE,,,,,,,g,,,TRUE,499,548,active,hair,male,"male-18-25,male-25-35,male-35-plus",79,
scalp-massager-1n,Scalp Massager (1N),"<p>Add a mix of hair-care and luxury to your routine with Man Matters Scalp Massager. It is a perfect addition to your hair care routine. Designed to fit perfectly in your hand, this brush with Medical G</p>",Man Matters,,Hair,"hair, hair thinning, hair fall, Man Matters, hair",TRUE,Title,Default Title,scalp-massager-1n,0,shopify,100,continue,manual,299,498,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp_rcl/17036119/Scalp%20Massager_c7amwz.png?tr=w-600,1,Scalp Massager (1N),FALSE,Scalp Massager (1N),,,,,,new,FALSE,,,,,,,g,,,TRUE,299,498,active,hair,male,"male-18-25,male-25-35",77,"hair thinning,hair fall"
complete-endurance-kit-1x-endure-spray-1x-tostero-capsules,Complete Endurance Kit| 1x Endure Spray + 1x Tostero Capsules,<b>🚀 Man Matters Complete Endurance Kit Highlights:</b></br></br>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hormones,male,"male-18-25,male-25-35,male-35-plus",78,
<b>Tostero Capsules:</b></br>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
- Boosts energy and stamina naturally.</br>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
- Enhances overall well-being.</br>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"- Say goodbye to fatig,Man Matters,,Hormones,hormones",Man Matters,"hormones,TRUE,Title,Default Title,complete-endurance-kit-1x-endure-spray-1x-tostero-capsules,0,shopify,100,continue,manual,898,1282,TRUE,TRUE,https://i.mscwlns.co/mosaic-wellness/image/upload/v1640342314/Man%20Matters/New%20Pdps/Endure%20%2B%20tostero/2.1.jpg?tr=w-800,1,Complete Endurance Kit| 1x Endure Spray + 1x Tostero Capsules,FALSE,Complete Endurance Kit| 1x Endure Spray + 1x Tostero Capsules,,,,,,new,FALSE,,,,,,,g,,,TRUE,898,1282,active",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
performance-booster-kit,Performance Booster Kit,<p>Give yourself the power of performance with our best selling products. Man Matters Performance Booster Kit is a mix of tasty chocolate which helps boost testosterone and strawberry flavoured lube for </p>,Man Matters,,Sleep,"sleep, Man Matters, sleep",TRUE,Title,Default Title,performance-booster-kit,0,shopify,100,continue,manual,999,1135,TRUE,TRUE,https://i.mscwlns.co/mosaic-wellness/image/upload/v1654859928/Man%20Matters/New%20Pdps/Lube%20%2B%20Choc%20Energy%20Bites/Intimate-Lube-_-Indulge-Chocolate_1200X1600.jpg?tr=w-800,1,Performance Booster Kit,FALSE,Performance Booster Kit,,,,,,new,FALSE,,,,,,,g,,,TRUE,999,1135,active,sleep,male,"male-18-25,male-25-35,male-35-plus",80,
whey-protein,Whey Protein,<p>Did you know that 70% of Indians are protein deficient? Fulfill your body's protein requirements with Man Matters VEGAIN Plant Protein Powder. This 100% vegetarian powder gives you 24 grams of protein</p>,Man Matters,,Energy,"energy, weight, Man Matters, energy",TRUE,Title,Default Title,whey-protein,0,shopify,100,continue,manual,999,1491,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp/26166740/Whey-Protein-Powder_600X600__mB6ULq4bQ.png?tr=w-600,1,Whey Protein,FALSE,Whey Protein,,,,,,new,FALSE,,,,,,,g,,,TRUE,999,1491,active,"energy,weight","male,female","female-18-25,female-25-35,female-35-plus,male-18-25,male-25-35,male-35-plus",80,
pre-workout-gummies-60n,Pre Workout Gummies,<p>☕<b>Espresso Coffee flavoured</b>Beginner Friendly Pre Workout Gummies <br/><br/>☕ <b>80mg of 100% natural caffeine </b> which gives explosive energy without any side effects.<br/><br/>☕<b>L-carnitine</p>,Man Matters,,Energy,"energy, weight, musclegain, Man Matters, energy",TRUE,Title,Default Title,pre-workout-gummies-60n,0,shopify,100,continue,manual,675,888,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp/26166758/CR_1600_1600x1200_HN8zyHLxw.jpg?tr=w-600,1,Pre Workout Gummies,FALSE,Pre Workout Gummies,,,,,,new,FALSE,,,,,,,g,,,TRUE,675,888,active,"energy,weight","male,female","female-18-25,female-25-35,female-35-plus,male-18-25,male-25-35,male-35-plus",78,musclegain
pre-workout-gummies-120n,Pre Workout Gummies (120N),<p>► Safe Beginner Friendly Pre Workout <br/><br/>► <b>80 mg of 100% natural caffeine</b> which gives explosive energy without any side effects.<br/><br/>►<b>L-carnitine and L-tartrate</b> in these gummi</p>,Man Matters,,Energy,"energy, weight, Man Matters, energy",TRUE,Title,Default Title,pre-workout-gummies-120n,0,shopify,100,continue,manual,1080,1384,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp/26166759/CR_1693_1600x1200---3__1__Cj_88wr2Y.jpg?tr=w-600,1,Pre Workout Gummies (120N),FALSE,Pre Workout Gummies (120N),,,,,,new,FALSE,,,,,,,g,,,TRUE,1080,1384,active,"energy,weight","male,female","female-18-25,female-25-35,female-35-plus,male-18-25,male-25-35,male-35-plus",80,
pre-workout-plant-protein,Pre workout & Plant protein,"<p>👀 If you are looking for a perfect pre and post-workout routine, <b>Man Matters Gym Essentials</b>💪 is the perfect kit for you! </br></br> 🏋️‍♀️Packed with gym-goers' most essential products, this kit</p>",Man Matters,,Energy,"energy, weight, Man Matters, energy",TRUE,Title,Default Title,pre-workout-plant-protein,0,shopify,100,continue,manual,1898,2085,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp/F26166761/CR_1693_1600x1200---5_yYCHOTnCQ.jpg?tr=w-600,1,Pre workout & Plant protein,FALSE,Pre workout & Plant protein,,,,,,new,FALSE,,,,,,,g,,,TRUE,1898,2085,active,"energy,weight","male,female","female-18-25,female-25-35,female-35-plus,male-18-25,male-25-35,male-35-plus",78,
strength-gain-combo,Strength Gain Combo,<p>► Safe Beginner Friendly Pre Workout <br/><br/>► <b>80 mg of 100% natural caffeine</b> which gives explosive energy without any side effects.<br/><br/>►<b>L-carnitine and L-tartrate</b> in these gummi</p>,Man Matters,,Hormones,"hormones, Man Matters, hormones",TRUE,Title,Default Title,strength-gain-combo,0,shopify,100,continue,manual,2337,2996,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp/26166763/CR_1693_1600x1200---2_CZ-xAp3-B.jpg?tr=w-600,1,Strength Gain Combo,FALSE,Strength Gain Combo,,,,,,new,FALSE,,,,,,,g,,,TRUE,2337,2996,active,hormones,male,"male-18-25,male-25-35,male-35-plus",78,
free-hair-travel-kit,Hair Trial Pack,<b>Anti Hair Fall Shampoo (20ml) </b>is a 2-in-1 DHT blocker shampoo helps reduce hair fall and strengthen hair follicles. This hair fall shampoo for men helps clean your scalp and treat your hair wit,Man Matters,,Hair,"hair, Man Matters, hair",TRUE,Title,Default Title,free-hair-travel-kit,0,shopify,100,continue,manual,238,,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp_rcl/26166787/Untitled-1_apwilq.png?tr=w-600,1,Hair Trial Pack,FALSE,Hair Trial Pack,,,,,,new,FALSE,,,,,,,g,,,TRUE,238,,active,hair,male,"male-18-25,male-25-35,male-35-plus",70,
specialized-hair-growth-plan-6-months,Specialized hair growth plan (6 months),<p>Give a boost to your beard growth with Beard Development Kit which consists of science-based beard solution - <br/> <b>BeardMax 5% Minoxidil (30ml) & Beard Gummies (30N) </b> <br/> <br/>A mix of nutri</p>,Man Matters,,Weight,"weight, Man Matters, weight",TRUE,Title,Default Title,specialized-hair-growth-plan-6-months,0,shopify,100,continue,manual,4799,9409,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp_rcl/26166839/Artboard_3_cf4LSYRrL.png?tr=w-600,1,Specialized hair growth plan (6 months),FALSE,Specialized hair growth plan (6 months),,,,,,new,FALSE,,,,,,,g,,,TRUE,4799,9409,active,hair,male,"male-18-25,male-25-35,male-35-plus",80,
advanced-hair-growth-plan-3-months,Advanced hair growth plan (3 months),<p>Give a boost to your beard growth with Beard Development Kit which consists of science-based beard solution - <br/> <b>BeardMax 5% Minoxidil (30ml) & Beard Gummies (30N) </b> <br/> <br/>A mix of nutri</p>,Man Matters,,Weight,"weight, Man Matters, weight",TRUE,Title,Default Title,advanced-hair-growth-plan-3-months,0,shopify,100,continue,manual,3099,4767,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp_rcl/26166841/Artboard_3_cp7xs_1T0.png?tr=w-600,1,Advanced hair growth plan (3 months),FALSE,Advanced hair growth plan (3 months),,,,,,new,FALSE,,,,,,,g,,,TRUE,3099,4767,active,hair,male,"male-18-25,male-25-35,male-35-plus",80,
personalized-hair-growth-plan-3-months,Personalized hair growth plan ( 3 months),<p>Give a boost to your beard growth with Beard Development Kit which consists of science-based beard solution - <br/> <b>BeardMax 5% Minoxidil (30ml) & Beard Gummies (30N) </b> <br/> <br/>A mix of nutri</p>,Man Matters,,Weight,"weight, Man Matters, weight",TRUE,Title,Default Title,personalized-hair-growth-plan-3-months,0,shopify,100,continue,manual,3599,5536,TRUE,TRUE,https://i.mscwlns.co/media/misc/treatment/hair/Artboard_2__1__2mJPpLZx8.png?tr=w-600,1,Personalized hair growth plan ( 3 months),FALSE,Personalized hair growth plan ( 3 months),,,,,,new,FALSE,,,,,,,g,,,TRUE,3599,5536,active,hair,male,"male-18-25,male-25-35,male-35-plus",80,
beardgro-tonic-2-month-pack,BeardGro Tonic (2 Month Pack),<p>Want to get a denser beard? This beard growth tonic has a 15.5% concentration of scientifically proven actives like Aminexil and Tripeptides that promote beard growth by stimulating facial hair follic</p>,Man Matters,,Hormones,"hormones, Man Matters, hormones",TRUE,Title,Default Title,beardgro-tonic-2-month-pack,0,shopify,100,continue,manual,699,984,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp_rcl/26166855/Untitled__1600___1200_px___3__LdTc3FrV6.png?tr=w-600,1,BeardGro Tonic (2 Month Pack),FALSE,BeardGro Tonic (2 Month Pack),,,,,,new,FALSE,,,,,,,g,,,TRUE,699,984,active,"hair,hormones",male,male-18-25,79,
beardgro-stimulator-kit-1-month-pack,BeardGro Stimulator Kit (1 Month Pack),<p>Want to get a denser beard? This beard growth tonic has a 15.5% concentration of scientifically proven actives like Aminexil and Tripeptides that promote beard growth by stimulating facial hair follic</p>,Man Matters,,Hormones,"hormones, Man Matters, hormones",TRUE,Title,Default Title,beardgro-stimulator-kit-1-month-pack,0,shopify,100,continue,manual,699,896,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp_rcl/26166857/Untitled__1600___1200_px___3__oUYdUlVZa.png?tr=w-600,1,BeardGro Stimulator Kit (1 Month Pack),FALSE,BeardGro Stimulator Kit (1 Month Pack),,,,,,new,FALSE,,,,,,,g,,,TRUE,699,896,active,"hair,hormones",male,male-18-25,79,
multivitamin-gummies-mm,Multivitamin (No Sugar) + Tostero Capsules,<p>💪🏻<b>This kit Improves energy levels and concentration</b> using Multivitamins like Vitamin D and Vitamin B12 and Tostero Shilajit Capsules contain a blend of 20 Ayurvedic herbs like Himalayan Shilaji</p>,Man Matters,,Energy,"energy, hormones, Man Matters, energy",TRUE,Title,Default Title,multivitamin-gummies-mm,0,shopify,100,continue,manual,1198,1597,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp_rcl/26167010/Untitled%20design%20%284%29_led43a.png?tr=w-600,1,Multivitamin (No Sugar) + Tostero Capsules,FALSE,Multivitamin (No Sugar) + Tostero Capsules,,,,,,new,FALSE,,,,,,,g,,,TRUE,1198,1597,active,"energy,hormones","male,female","female-18-25,female-25-35,female-35-plus,male-18-25,male-25-35,male-35-plus",70,
plant-protein-powder-500-gm-mm,Plant Protein + Preworkout gummies+ Multivitamin gummies,<p>🌟 Get your protein fix with <b>24g of pure plant power</b> in each serving! 🌿</br></br>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"energy,weight","male,female","female-18-25,female-25-35,female-35-plus,male-18-25,male-25-35,male-35-plus",79,
"💥<b>Supercharge your workouts</b> with 80mg of 100% natural caffeine which gives explosive energy without any j</p>,Man Matters,,Energy,energy",weight,Man Matters,"energy,TRUE,Title,Default Title,plant-protein-powder-500-gm-mm,0,shopify,100,continue,manual,2549,2770,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp_rcl/6923914/CR_1600_1600x1200_HN8zyHLxw__1__Si8FGAjV6.jpg?tr=w-600,1,Plant Protein + Preworkout gummies+ Multivitamin gummies,FALSE,Plant Protein + Preworkout gummies+ Multivitamin gummies,,,,,,new,FALSE,,,,,,,g,,,TRUE,2549,2770,active",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
daily-heath-booster-mm,Daily Health Booster,"<p>🌱<b>Key Ingredients:</b> <b>Daily Health Booster</b> is a unique blend of Ayurvedic ingredients, including <b>Hingwashtak churna</b> and <b>Laghu sutshekhar ras</b>, known for their digestive benefits</p>",Man Matters,,Energy,"energy, weight, dailysupplements, Man Matters, energy",TRUE,Title,Default Title,daily-heath-booster-mm,0,shopify,100,continue,manual,300,,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp_rcl/2024127/Daily%20health%20booster_1ghdzj.jpg?tr=w-600,1,Daily Health Booster,FALSE,Daily Health Booster,,,,,,new,FALSE,,,,,,,g,,,TRUE,300,,active,"energy,weight",male,"male-18-25,male-25-35,male-35-plus",70,dailysupplements
